title,langcode,status,title,promote,body,field_biozap_buttons,field_dni_do_potwierdzenia_skute,field_skrypt,field_urzadzenie
"Hernia","en",true,"Hernia",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERNIA 15m
# Hernia
# 
freq 10000000 180
freq 787000 180
freq 727000 180
freq 2720000 180
freq 5000000 180
off
@","multiZAP"
"Herpes genera  1","en",true,"Herpes genera  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES GENERA  1 3m
# Herpes_general_secondary
# 
freq 37000000 180
off
@","multiZAP"
"Herpes general v","en",true,"Herpes general v",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES GENERAL V 15m
# Herpes_general_v
# 
freq 165000 180
freq 141000 180
freq 383000 180
freq 450000 180
freq 629000 180
off
@","multiZAP"
"Herpes general","en",true,"Herpes general",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES GENERAL 39m
# Herpes_general
# use 1488 and 2950 for 15min. 1488*
freq 2950000 180
freq 1900000 180
freq 1577000 180
freq 1550000 180
freq 1489000 180
freq 1488000 180
freq 629000 180
freq 464000 180
freq 450000 180
freq 383000 180
freq 304000 180
freq 165000 180
freq 141000 180
off
@","multiZAP"
"Herpes progen  1","en",true,"Herpes progen  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES PROGEN  1 27m
# Herpes_progenetalis
# genital. Also use Herpes simplex II
freq 141000 180
freq 878000 180
freq 898000 180
freq 5310000 180
freq 440000 180
freq 171000 180
freq 660000 180
freq 590000 180
freq 1175000 180
off
@","multiZAP"
"Herpes simple  1","en",true,"Herpes simple  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES SIMPLE  1 36m
# Herpes_simplex_I_1
# 
freq 339000 180
freq 343000 180
freq 480000 180
freq 591000 180
freq 778000 180
freq 782000 180
freq 843000 180
freq 1614000 180
freq 657000 180
freq 699000 180
freq 700000 180
freq 734000 180
off
@","multiZAP"
"Herpes simple  2","en",true,"Herpes simple  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES SIMPLE  2 30m
# Herpes_simplex_I_2
# 
freq 2489000 180
freq 1800000 180
freq 465000 180
freq 1550000 180
freq 1500000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 1850000 180
freq 428000 180
off
@","multiZAP"
"Herpes simple  3","en",true,"Herpes simple  3",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES SIMPLE  3 36m
# Herpes_simplex_I_3
# 
freq 470000 180
freq 647000 180
freq 648000 180
freq 650000 180
freq 652000 180
freq 654000 180
freq 656000 180
freq 658000 180
freq 660000 180
freq 847000 180
freq 5641000 180
freq 8650000 180
off
@","multiZAP"
"Herpes simple  4","en",true,"Herpes simple  4",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES SIMPLE  4 3m
# Herpes_simplex_I_4
# use 2950 for 20min
freq 2950000 180
off
@","multiZAP"
"Herpes simple  5","en",true,"Herpes simple  5",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES SIMPLE  5 12m
# Herpes_simplex_I_HC
# 
freq 14537000 1
scan 14538000 179
freq 17201000 1
scan 17202000 179
freq 723800 180
freq 856410 180
off
@","multiZAP"
"Herpes simple  6","en",true,"Herpes simple  6",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES SIMPLE  6 6m
# Herpes_simplex_II
# 
freq 556000 180
freq 832000 180
off
@","multiZAP"
"Herpes simple  7","en",true,"Herpes simple  7",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES SIMPLE  7 12m
# Herpes_simplex_II_HC
# 
freq 17923000 1
scan 17924000 179
freq 17674000 1
scan 17675000 179
freq 892350 180
freq 879960 180
off
@","multiZAP"
"Herpes simple  8","en",true,"Herpes simple  8",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES SIMPLE  8 3m
# Herpes_simplex_IU2
# 
freq 808000 180
off
@","multiZAP"
"Herpes simple  9","en",true,"Herpes simple  9",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES SIMPLE  9 150m
# Herpes_simplex_RTI
# based on Resonant Light Technology’s herpes set. most frequencies contracting spread. Also can be used for measles. chicken and small pox. mononucleosis. shingles. rubella. cold sores. epstein barr. variola. stoma stomatosis. and pyorrhea.
freq 10000000 180
freq 5000000 180
freq 3176000 180
freq 2489000 180
freq 186000 180
freq 372000 180
freq 427000 180
freq 446000 180
freq 465000 180
freq 484000 180
freq 503000 180
freq 522000 180
freq 541000 180
freq 560000 180
freq 579000 180
freq 598000 180
freq 617000 180
freq 636000 180
freq 655000 180
freq 674000 180
freq 693000 180
freq 712000 180
freq 731000 180
freq 750000 180
freq 769000 180
freq 788000 180
freq 807000 180
freq 826000 180
freq 845000 180
freq 864000 180
freq 883000 180
freq 902000 180
freq 921000 180
freq 940000 180
freq 959000 180
freq 978000 180
freq 997000 180
freq 1016000 180
freq 1035000 180
freq 1054000 180
freq 1073000 180
freq 1488000 180
freq 1550000 180
freq 1568000 180
freq 1644000 180
freq 1865000 180
freq 1909000 180
freq 2976000 180
freq 5310000 180
freq 5952000 180
off
@","multiZAP"
"Herpes simplex i","en",true,"Herpes simplex i",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES SIMPLEX I 39m
# Herpes_simplex_I
# secondary. Cold sores: primarily non-genital. first try Herpes.general
freq 322000 180
freq 476000 180
freq 589000 180
freq 664000 180
freq 785000 180
freq 822000 180
freq 895000 180
freq 944000 180
freq 1043000 180
freq 1614000 180
freq 2062000 180
freq 1489000 180
freq 2950000 180
off
@","multiZAP"
"Herpes tr","en",true,"Herpes tr",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES TR 54m
# Herpes_TR
# run set three times. pausing 10 minutes between runs. All frequencies can run 60 sec except 2950. which runs 180 sec
freq 2950000 180
freq 322000 180
freq 476000 180
freq 468000 180
freq 589000 180
freq 664000 180
freq 785000 180
freq 822000 180
freq 895000 180
freq 936000 180
freq 944000 180
freq 1043000 180
freq 1614000 180
freq 1871000 180
freq 2062000 180
freq 1489000 180
freq 3742000 180
freq 748000 180
off
@","multiZAP"
"Herpes type 1  1","en",true,"Herpes type 1  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES TYPE 1  1 96m
# Herpes_type_1_anec_comp
# combines most anecdotal freqs for Simplex I
freq 8650000 180
freq 7484000 180
freq 5641000 180
freq 3742000 180
freq 2950000 180
freq 2489000 180
freq 1871000 180
freq 1850000 180
freq 1800000 180
freq 1614000 180
freq 1550000 180
freq 1500000 180
freq 935500 180
freq 880000 180
freq 847000 180
freq 843000 180
freq 787000 180
freq 782000 180
freq 778000 180
freq 734000 180
freq 727000 180
freq 700000 180
freq 660000 180
freq 656000 180
freq 652000 180
freq 648000 180
freq 591000 180
freq 480000 180
freq 467800 180
freq 428000 180
freq 343000 180
freq 339000 180
off
@","multiZAP"
"Herpes type 2  1","en",true,"Herpes type 2  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES TYPE 2  1 63m
# Herpes_type_2_comp
# 
freq 8778000 180
freq 1402000 180
freq 888000 180
freq 880000 180
freq 848000 180
freq 846000 180
freq 832000 180
freq 808000 180
freq 776000 180
freq 732000 180
freq 717000 180
freq 685000 180
freq 665000 180
freq 556000 180
freq 540000 180
freq 532000 180
freq 528000 180
freq 373000 180
freq 370000 180
freq 366000 180
freq 362000 180
off
@","multiZAP"
"Herpes type 2  2","en",true,"Herpes type 2  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES TYPE 2  2 69m
# Herpes_type_2A_secondary
# 
freq 360000 180
freq 362000 180
freq 364000 180
freq 366000 180
freq 368000 180
freq 370000 180
freq 373000 180
freq 528000 180
freq 685000 180
freq 846000 180
freq 880000 180
freq 888000 180
freq 8778000 180
freq 540000 180
freq 665000 180
freq 716000 180
freq 717000 180
freq 718000 180
freq 731000 180
freq 732000 180
freq 733000 180
freq 776000 180
freq 1402000 180
off
@","multiZAP"
"Herpes type 2a","en",true,"Herpes type 2a",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES TYPE 2A 6m
# Herpes_type_2A
# 
freq 532000 180
freq 848000 180
off
@","multiZAP"
"Herpes type 5","en",true,"Herpes type 5",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES TYPE 5 24m
# Herpes_type_5
# cytomegalovirus. 2145*
freq 126000 180
freq 597000 180
freq 629000 180
freq 682000 180
freq 1045000 180
freq 2145000 180
freq 8848000 180
freq 8856000 180
off
@","multiZAP"
"Herpes type c","en",true,"Herpes type c",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES TYPE C 24m
# Herpes_type_C
# 
freq 395000 180
freq 424000 180
freq 460000 180
freq 533000 180
freq 554000 180
freq 701000 180
freq 745000 180
freq 2450000 180
off
@","multiZAP"
"Herpes zoster  1","en",true,"Herpes zoster  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES ZOSTER  1 42m
# Herpes_zoster_secondary
# 
freq 1550000 180
freq 802000 180
freq 1800000 180
freq 1865000 180
freq 728000 180
freq 2720000 180
freq 2128000 180
freq 5000000 180
freq 464000 180
freq 800000 180
freq 574000 180
freq 1557000 180
freq 304000 180
freq 20000 180
off
@","multiZAP"
"Herpes zoster 1","en",true,"Herpes zoster 1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES ZOSTER 1 12m
# Herpes_zoster_1
# 4 min each freq
freq 10000000 180
freq 833000 180
freq 802000 180
freq 3900 180
off
@","multiZAP"
"Herpes zoster v","en",true,"Herpes zoster v",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES ZOSTER V 102m
# Herpes_zoster_v
# 
freq 7160000 180
freq 3343000 180
freq 2431000 180
freq 2323000 180
freq 1577000 180
freq 1544000 180
freq 40887000 180
freq 958000 180
freq 934000 180
freq 787000 180
freq 786000 180
freq 738000 180
freq 718000 180
freq 716000 180
freq 686000 180
freq 668000 180
freq 643000 180
freq 576000 180
freq 574000 180
freq 573000 180
freq 572000 180
freq 563000 180
freq 554000 180
freq 542000 180
freq 453000 180
freq 446000 180
freq 436000 180
freq 425000 180
freq 423000 180
freq 411000 180
freq 345000 180
freq 333000 180
freq 223000 180
freq 134000 180
off
@","multiZAP"
"Herpes zoster","en",true,"Herpes zoster",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HERPES ZOSTER 42m
# Herpes_zoster
# chicken pox. shingles. 664*
freq 3343000 180
freq 2320000 180
freq 2170000 180
freq 1600000 180
freq 1500000 180
freq 1160000 180
freq 914000 180
freq 880000 180
freq 833000 180
freq 802000 180
freq 787000 180
freq 664000 180
freq 580000 180
freq 3900 180
off
@","multiZAP"
"Hiatal hernia","en",true,"Hiatal hernia",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HIATAL HERNIA 0m
# Hiatal_hernia
# use staph and strep sets
off
@","multiZAP"
"Hiccups","en",true,"Hiccups",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HICCUPS 6m
# Hiccups
# 
freq 20000 180
freq 10000000 180
off
@","multiZAP"
"Hip pain","en",true,"Hip pain",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HIP PAIN 12m
# Hip_pain
# use also Arthritis
freq 880000 180
freq 787000 180
freq 727000 180
freq 20000 180
off
@","multiZAP"
"Hirudo medici  1","en",true,"Hirudo medici  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HIRUDO MEDICI  1 3m
# Hirudo_medicinalis
# a homeopathic remedy prepared from a leech used for therapeutic purposes
freq 128000 180
off
@","multiZAP"
"Histomonas me  1","en",true,"Histomonas me  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HISTOMONAS ME  1 6m
# Histomonas_meleagridis_HC
# 
freq 18769000 1
scan 18770000 179
freq 934490 180
off
@","multiZAP"
"Histoplasma c  1","en",true,"Histoplasma c  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HISTOPLASMA C  1 6m
# Histoplasma_capsulatum_HC
# 
freq 15035000 1
scan 15036000 179
freq 748580 180
off
@","multiZAP"
"Histoplasma","en",true,"Histoplasma",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HISTOPLASMA 9m
# Histoplasma
# 
freq 424000 180
freq 616000 180
freq 749000 180
off
@","multiZAP"
"Hiv hc","en",true,"Hiv hc",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HIV HC 6m
# HIV_HC
# 
freq 18172000 1
scan 18173000 179
freq 904740 180
off
@","multiZAP"
"Hiv","en",true,"Hiv",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HIV 15m
# HIV
# see also AIDS
freq 683000 180
freq 714000 180
freq 3554000 180
freq 830000 180
freq 450000 180
off
@","multiZAP"
"Hives","en",true,"Hives",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HIVES 0m
# Hives
# use Urticaria
off
@","multiZAP"
"Hoarseness","en",true,"Hoarseness",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HOARSENESS 9m
# Hoarseness
# 
freq 880000 180
freq 760000 180
freq 727000 180
off
@","multiZAP"
"Hodgkins disease","en",true,"Hodgkins disease",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HODGKINS DISEASE 0m
# Hodgkins_disease
# use Cancer. Hodgkin's disease
off
@","multiZAP"
"Hookworm","en",true,"Hookworm",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HOOKWORM 0m
# Hookworm
# use Parasites hookworm
off
@","multiZAP"
"Hordeolum","en",true,"Hordeolum",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HORDEOLUM 0m
# Hordeolum
# use Stye
off
@","multiZAP"
"Hormodendrum","en",true,"Hormodendrum",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HORMODENDRUM 15m
# Hormodendrum
# a genus of fungi that includes human pathogens
freq 663000 180
freq 678000 180
freq 695000 180
freq 532000 180
freq 627000 180
off
@","multiZAP"
"Hormonal imba  1","en",true,"Hormonal imba  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HORMONAL IMBA  1 3m
# Hormonal_imbalances
# 
freq 5500 180
off
@","multiZAP"
"Hot flashes","en",true,"Hot flashes",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HOT FLASHES 12m
# Hot_flashes
# complications
freq 10000000 180
freq 880000 180
freq 787000 180
freq 727000 180
off
@","multiZAP"
"Hot tub folli  1","en",true,"Hot tub folli  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HOT TUB FOLLI  1 0m
# Hot_tub_folliculitis
# use Pseudomonas freqs
off
@","multiZAP"
"Household ins  1","en",true,"Household ins  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HOUSEHOLD INS  1 6m
# Household_Insect_Mix
# 
freq 723000 180
freq 100000 180
off
@","multiZAP"
"Human t lymph  1","en",true,"Human t lymph  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HUMAN T LYMPH  1 21m
# Human_T_lymphocyte_Virus1
# used for MS and autoimmune disease
freq 725000 180
freq 2432000 180
freq 243000 180
freq 6353000 180
freq 732000 180
freq 844000 180
freq 646000 180
off
@","multiZAP"
"Human t lymph  2","en",true,"Human t lymph  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HUMAN T LYMPH  2 15m
# Human_T_lymphocyte_Virus2
# used for Gulf War syndrome
freq 725000 180
freq 1230000 180
freq 245000 180
freq 314000 180
freq 965000 180
off
@","multiZAP"
"Human t lymph  3","en",true,"Human t lymph  3",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HUMAN T LYMPH  3 36m
# Human_T_lymphocyte_Virus3
# used for AIDS
freq 633000 180
freq 1220000 180
freq 6230000 180
freq 8225000 180
freq 111000 180
freq 392000 180
freq 776000 180
freq 837000 180
freq 1675000 180
freq 2664000 180
freq 3806000 180
freq 714000 180
off
@","multiZAP"
"Human t lymph  4","en",true,"Human t lymph  4",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HUMAN T LYMPH  4 6m
# Human_T_lymphocyte_Virus4
# 
freq 444000 180
freq 2323000 180
off
@","multiZAP"
"Human t lymph  5","en",true,"Human t lymph  5",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HUMAN T LYMPH  5 21m
# Human_T_lymphocyte_Virus5
# 
freq 83000 180
freq 235000 180
freq 645000 180
freq 2323000 180
freq 3432000 180
freq 4093000 180
freq 5532000 180
off
@","multiZAP"
"Human t lymph  6","en",true,"Human t lymph  6",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HUMAN T LYMPH  6 12m
# Human_T_lymphocyte_Virus6
# 
freq 702000 180
freq 747000 180
freq 2245000 180
freq 183000 180
off
@","multiZAP"
"Hydrocele","en",true,"Hydrocele",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYDROCELE 9m
# Hydrocele
# fluid in testicle. etc.
freq 880000 180
freq 787000 180
freq 727000 180
off
@","multiZAP"
"Hyperacidity   1","en",true,"Hyperacidity   1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYPERACIDITY   1 9m
# Hyperacidity_stomach
# 
freq 7820 180
freq 20000 180
freq 230000 180
off
@","multiZAP"
"Hyperosmia","en",true,"Hyperosmia",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYPEROSMIA 12m
# Hyperosmia
# overacute smell and taste
freq 20000 180
freq 10000000 180
freq 522000 180
freq 146000 180
off
@","multiZAP"
"Hyperparathyr  1","en",true,"Hyperparathyr  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYPERPARATHYR  1 9m
# Hyperparathyroidism
# 
freq 4600 180
freq 9500 180
freq 9600 180
off
@","multiZAP"
"Hypertension   1","en",true,"Hypertension   1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYPERTENSION   1 6m
# Hypertension_renin_induced
# red high. diastolic high pressure. Also see Kidney freqs
freq 9190 180
freq 6000 180
off
@","multiZAP"
"Hypertension   2","en",true,"Hypertension   2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYPERTENSION   2 3m
# Hypertension_spastic
# 
freq 95000 180
off
@","multiZAP"
"Hypertension","en",true,"Hypertension",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYPERTENSION 45m
# Hypertension
# 
freq 3176000 180
freq 2112000 180
freq 20000 180
freq 95000 180
freq 324000 180
freq 528000 180
freq 15000 180
freq 9190 180
freq 7830 180
freq 6000 180
freq 10000000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 304000 180
off
@","multiZAP"
"Hyperthyroid","en",true,"Hyperthyroid",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYPERTHYROID 6m
# Hyperthyroid
# 
freq 3000 180
freq 1000 180
off
@","multiZAP"
"Hypochondrium  1","en",true,"Hypochondrium  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYPOCHONDRIUM  1 6m
# Hypochondrium_upper_abdomen
# 
freq 20000 180
freq 10000000 180
off
@","multiZAP"
"Hypophyseal d  1","en",true,"Hypophyseal d  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYPOPHYSEAL D  1 3m
# Hypophyseal_disturbances
# pituitary
freq 4000 180
off
@","multiZAP"
"Hypotension","en",true,"Hypotension",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYPOTENSION 12m
# Hypotension
# low blood pressure
freq 20000 180
freq 727000 180
freq 787000 180
freq 880000 180
off
@","multiZAP"
"Hypothyroid","en",true,"Hypothyroid",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYPOTHYROID 24m
# Hypothyroid
# 
freq 2000 180
freq 12000 180
freq 35000 180
freq 16000000 180
freq 10000000 180
freq 160000 180
freq 80000 180
freq 20000 180
off
@","multiZAP"
"Hypoxia","en",true,"Hypoxia",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# HYPOXIA 12m
# Hypoxia
# low oxygen. use also Circulatory stasis
freq 727000 180
freq 787000 180
freq 880000 180
freq 10000000 180
off
@","multiZAP"
"Icterus haemo  1","en",true,"Icterus haemo  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ICTERUS HAEMO  1 6m
# Icterus_haemolytic
# a chronic form of jaundice involving anemia
freq 243000 180
freq 768000 180
off
@","multiZAP"
"Ileocolitis c  1","en",true,"Ileocolitis c  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ILEOCOLITIS C  1 9m
# Ileocolitis_colon_inflammation
# also use Colitis if necssary and see Parasite general and roundworm sets
freq 802000 180
freq 832000 180
freq 440000 180
off
@","multiZAP"
"Immune system  1","en",true,"Immune system  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# IMMUNE SYSTEM  1 36m
# Immune_system_stabilization_TR
# 
freq 330000 180
freq 10000000 180
freq 7344000 180
freq 5000000 180
freq 1550000 180
freq 1234000 180
freq 740000 180
freq 880000 180
freq 835000 180
freq 787000 180
freq 727000 180
freq 30000 180
off
@","multiZAP"
"Immune system  2","en",true,"Immune system  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# IMMUNE SYSTEM  2 87m
# Immune_system_stimulation
# 
freq 10000000 180
freq 5611000 180
freq 5000000 180
freq 4014000 180
freq 3448000 180
freq 3347000 180
freq 3176000 180
freq 2929000 180
freq 2867000 180
freq 2855000 180
freq 2791000 180
freq 2720000 180
freq 2489000 180
freq 2180000 180
freq 2128000 180
freq 2008000 180
freq 1862000 180
freq 1488000 180
freq 880000 180
freq 800000 180
freq 787000 180
freq 728000 180
freq 665000 180
freq 464000 180
freq 432000 180
freq 304000 180
freq 120000 180
freq 20000 180
freq 8000 180
off
@","multiZAP"
